citation,label
"Unlike Church and Hanks (1990), Smadja (1993) goes beyond the ""two-word"" limitation and deals with ""collocations of arbitrary length"".",NC
"Unlike Johnson (2007), who found optimal performance when was approximately 104, we observed monotonic increases in performance as dropped.",NC
"Unlike minimum error rate training (Och, 2003), our system is able to exploit large numbers of specific features in the same manner as static reranking systems (Shen et al., 2004; Och et al., 2004).",NC
"Unlike well-known bootstrapping approaches (Yarowsky, 1995), EM and CE have the possible advantage of maintaining posteriors over hidden labels (or structure) throughout learning; bootstrapping either chooses, for each example, a single label, or remains completely agnostic.",NC
"Unsupervised Dependency Parsing Most recent progress in unsupervised parsing has come from tree or phrase-structure grammar based models ( Clark, 2001 ; Klein and Manning, 2002 ), but there are compelling reasons to reconsider unsupervised dependency parsing .",NC
"Validation of biomacromolecular structures has become a very important topic, because some published structures have been found to contain serious errors ( |B1| _ |B4| ).",NC
"Various papers use phrase-based translation systems (Och et al., 1999; Marcu and Wong, 2002; Yamada and Knight, 2002) that have shown to improve translation quality over single-word based translation systems introduced in (Brown et al., 1993).",NC
"We achieve competitive performance in comparison to alternate model families, in particular generative models such as MRFs trained with EM (Haghighi and Klein, 2006) and HMMs trained with soft constraints (Chang et al., 2007).",NC
"We also compare ASIA on twelve additional benchmarks to the extended Wordnet 2.1 produced by Snow et al (Snow et al., 2006), and show that for these twelve sets, ASIA produces more than five times as many set instances with much higher precision (98% versus 70%).",NC
"We also compare our performance against (Bunescu and Mooney, 2004) and (Finkel et al., 2005) and find that we manage higher relative improvement than existing work despite starting from a very competitive baseline CRF.",NC
"We also experimented with statistical ranking algorithms, such as the ranking SVM (Joachims, 2002), but the result was unstable, because currently we can only obtain a very small number of training examples for statistical rerankers.",NC
"We chose caspase-3 staining as a more specific detector of apoptosis ( |b32-0040067| ; |b116-0040067| ; |b192-0040067| ) than classical methods such as TUNEL, which gives considerable levels of false positive signal ( |b161-0040067| ).",NC
"We chose not to use the corpus based on the Susanne corpus ( ) because the grs are less like the ccg dependencies; the corpus is not based on the Penn Treebank, making comparison more difficult because of tokenisation differences, for example; and the latest results for rasp are on DepBank",NC
"We compare opine with the most relevant previous review-mining system (Hu and Liu, 2004) and find that opine's precision on the feature extraction task is 22% better though its recall is 3% lower on Hu's data sets.",NC
"We have yet to recover from the aftermath of a single publication by Wakefield et al [ |ref17| ] that linked autism with measles, mumps, and rubella (MMR) vaccine.",CC
"We conducted a similar corpus-based experiment (Callaway, 2003) with the Fuf/Surge symbolic surface realizer (Elhadad, 1991). We describe a direct comparison with HALOGEN ( Langkilde-Geary, 2002 ) using Section 23 of the TreeBank, showing that the symbolic approach improves upon the statistical system in both coverage and accuracy. We also present a longitudinal comparison of two versions of Fuf/Surge showing a significant improvement in its coverage and accuracy after new grammar and morphology rules were added. This improved version of Surge is available for use in the NLG community.",NC
"We considered a variety of tools like ROUGE (Lin, 2004) and METEOR (Lavie and Agarwal, 2007) but decided they were unsuitable for this task.",NC
"We have also illustrated that ASIA outperforms three other English systems (Kozareva et al., 2008; Pasca, 2007b; Snow et al., 2006), even though many of these use more input than just a semantic class name.",NC
"We presented some theoretical arguments for not limiting extraction to minimal rules, validated them on concrete examples, and presented experiments showing that contextually richer rules provide a 3.63 BLEU point increase over the minimal rules of (Galley et al., 2004).",NC
"We saw before that the method for computing WordNet distance used in ( Poesio, 2003 ) did not find a path for any of the mereological BDs ; however, not trying to follow mereological links worked much better, achieving the same accuracy as Google distance ( 8/58, 13.8 % ) and finding connections for much higher percentages of concepts : no path could be found for only 10/58 of actual anchors, and for 503/1511 potential antecedents .",NC
We would like to recall here that this was the (unaccomplished: see [7]) goal of the error metric defined in [16].,CC
"We use such a three-way classification because finer-grained distinctions for IS (e.g. (Prince, 1981; Lambrecht, 1994)) have proved hard to distinguish reliably in practice (see Section 4).",NC
"We want to note that our WordNetbased method outperforms that of Hughes and Ramage (2007), which uses a similar method.",NC
"We will introduce new training criteria based on maximum likelihood estimation and expected loss computation. We will show that some achieve significantly better results than the standard minimum error rate training of (Och, 2003).",NC
What is a role? According to one definition a role is 'a set of norms and expectations applied to the incumbent of a particular position' (3f). But much more must be said about this term if its application to the teaching situation is to be productive. First of all..,NC
"When compared to other kernel methods, our approach performs better than those based on the Tree kernel (Collins and Duffy, 2002; Collins and Roark, 2004), and is only 0.2% worse than the best results achieved by a kernel method for parsing (Shen et al., 2003; Shen and Joshi, 2004).",NC
"When we have fully observed data and we just need to learn the mapping from features to classes (classification), a discriminative approach may be more appropriate, as shown in Ng and Jordan ( 2002 ), but has other shortcomings as discussed below .",NC
"Whereas Ratnaparkhi (1996) used feature support cutoffs and early stopping to stop overfitting of the model, and Collins (2002) contends that including low support features harms a maximum entropy model, our results show that low support features are useful in a regularized maximum entropy model.",NC
"Whereas the more commonly applied Akaike Information Criterion ( ) requires the number of estimated parameters to be determined exactly, the DIC facilitates the evaluation of mixed-effects models by relaxing this requirement",NC
"While ( ) showed the significance of using hard constraints, our experiments show that using soft constraints is a superior option.",NC
"While both (Johnson, 2001) and (Klein and Manning, 2002) propose models which use the parameters of the generative model but train to optimize a discriminative criteria, neither proposes training algorithms which are computationally tractable enough to be used for broad coverage parsing.",NC
"While in traditional word-based statistical models (Brown et al., 1993) the atomic unit that translation operates on is the word, phrase-based methods acknowledge the significant role played in language by multiword expressions, thus incorporating in a statistical framework the insight behind Example-Based Machine Translation (Somers, 1999).",NC
"While some data gathered from rats and humans have suggested that the degree of ventricular dilatation may be associated with the degree of motor and cognitive deficits (Del Bigio et al, |B10| ; Olopade et al, |B24| ), this is not always the case (de Oliveira et al, |B8| ).",CC
"While some reports indicated no genotoxic effects (|b3-gmb-35-1-153|), others (|b20-gmb-35-1-153|) have assumed that metformin can produce oxidative stress due to DNA fragmentation.",CC
"While minimum error training (Och, 2003) has by now become a standard tool for interpolating a small number of aggregate scores, it is not well suited for learning in high-dimensional feature spaces.",NC
"While most parsing methods are currently supervised or semi-supervised (McClosky et al. 2006; Henderson 2004; Steedman et al. 2003), they depend on hand-annotated data which are difficult to come by and which exist only for a few languages.",NC
"While SCL has been successfully applied to PoS tagging and Sentiment Analysis (Blitzer et al., 2006; Blitzer et al., 2007), its effectiveness for parsing was rather unexplored.",NC
"While the amount of parallel data required to build such systems is orders of magnitude smaller than corresponding phrase based statistical systems (Koehn et al., 2003), the variety of linguistic annotation required is greater.",NC
"While the idea of exploiting multiple news reports for paraphrase acquisition is not new, previous efforts (for example, Shinyama et al. 2002; Barzilay and Lee 2003) have been restricted to at most two news sources.",NC
"While the length-based approach ( Church and Gale 1991 ) to sentence alignment produces very good results for close language pairs such as French and English at success rates well over 96 %, it does not fair as well for disparate language pairs such as English and Mandarin Chinese .",NC
"While these approaches have had some success to date (Collins, 1997; Charniak, 1997a), their usability as parsers in systems for natural language understanding is suspect.",CC
"While we do not have a direct comparison, we note that Turney (2002) performs worse on movie reviews than on his other datasets, the same type of data as the polarity dataset.",CC
"While the model of (Matsuzaki et al., 2005) significantly outperforms the constrained model of (Prescher, 2005), they both are well below the state-of-the-art in constituent parsing.",NC
"Wilson et al. (2005) have also manually tagged a list of terms with their polarity, but this list is not publicly available.",CC
"While the research in statistical machine translation (SMT) has made significant progress, most SMT systems ( ) rely on parallel corpora to extract translation entries.",NC
"While there are n-gram models that attempt to extend the left-context window through the use of caching and skip models ( Goodman, 2001 ), we believe that linguistically motivated models, such as these lexical-syntactic models, are more robust .",NC
"While we have shown an increase in performance over a purely syntactic baseline model (the algorithm of (Brown et al., 1992)), there are a number of avenues to pursue in extending this work.",NC
"Winograd suggested that research explicating the speech-act based ?language-action perspective? on human communication could be used to build more useful tools for coordinating joint activities. The Coordinator (Winograd, 1987) was one such system, in which users augmented email messages with additional annotations indicating intent. While such systems have been useful in limited contexts, they have also been criticized as cumbersome: by forcing users to conform to a particular formal system, they constrain communication and make it less natural (Schoop, 2001)",NC
"With all but two formats IBI-IG achieves better FZ=l rates than the best published result in (Ramshaw and Marcus, 1995).",NC
Wu (1997) provides anecdotal evidence that only incorrect alignments are eliminated by ITG constraints.,CC
"With these linguistic annotations, we expect the LABTG to address two traditional issues of standard phrase-based SMT (Koehn et al., 2003) in a more effective manner.",NC
"Work on applying machine learning techniques for automatic citation classification is currently underway (Teufel et al., 2006); the agreement of one annotator and the system is currently K=.57, leaving plenty of room for improvement in comparison with the human annotation results presented here",NC
"XXX (2007) presented a history-based generation model to overcome some of the inappropriate independence assumptions in the basic generation model of (Cahill and van Genabith, 2006).",NC
"Notably, previous studies have reported contradictory results regarding the expression of LOX in various forms of cancer ( |b18-ol-0-0-5118| ).",CC
"In contrast to a previous report, LOX expression was not significantly associated with the overall survival, which may, at least in part, be due to the smaller number of patients in the present study |pone.0105579-Erler1|.",CC
"Although we used a validated scale |pone.0092458-Morisky1| to measure medication adherence, the data collected was self-reported and may not therefore accurately reflect the actual medication taken.",CC
"Although self-assessment questionnaires have been used to identify patients with medication adherence issues in the outpatient setting, |b16-ppa-8-1093| – |b18-ppa-8-1093| and may predict risks for treatment fatigue, such as belief in their DMT, side effects, and depression, there is no one gold standard test to measure adherence.",CC
The Abarazi (2017) study evaluated self-reported medication adherence jointly for all these distinct medical conditions although the 8-item Morisky Medication Adherence Scale-8 is validated only for individual disease conditions such as hypertension and diabetes[ |ref2| |ref3| ].,CC
"Recently two important papers from the stem cell expert group led by Piero Anversa (Boston, USA), one published in Circulation in 2012 [ |CR10| ] and one in the Lancet in 2011 [ |CR11| ], have been discredited as a result of an ongoing investigation at Harvard Medical School and Brigham and Women’s Hospital in Boston.",CC
"The viral RNAi inhibitor p19 has been shown to enhance protein production in N. benthamiana (Voinnet et al., |B47| ), and is routinely used to express genes in this system because it prevents suppression of the expression of the transgene.",NC
Transient expression in N. benthamiana was performed as described by |CIT0002| using Agrobacterium tumefaciens GV3101 as a bacterial host and included the co-infiltration of the viral silencing suppressor p19 ( |CIT0065| ).,NC
"Agrobacterial strains harbouring GAUT1, GAUT7, ARAD1, and IRX9 recombined into ph R luc[F1] and ph R luc[F2] were co-infiltrated into N. benthamiana leaves alongside the silencing suppressor p19 ( |CIT0065| ).",NC
The agroinfiltration assay for Nicotiana benthamiana was performed as described previously ( |b78| ).,NC
"To inhibit the silencing of foreign gene expression in tobacco, the constructed expression vectors were co-infiltrated with Agrobacterium strain LB4404, harboring the p19 silencing-suppressor gene ( |A20524R42| ) from tomato bushy stunt virus (TBSV) (GenBank accession number: M21958), which was previously cloned into pCAMBIA 1304 vector (CAMBIA Co., Australia) in our lab (P19-pCAMBIA 1304 vector).",NC
It is shown that co-expression of viral silencing suppressor proteins eliminates the effects of post-transcriptional gene silencing (PTGS) in a transient expression system ( |A20524R42| ).,NC
Application of P19-mediated co-agroinfiltration has already shown to improve recombinant expression in plants by several folds ( |A20524R42| ).,NC
Plasmid pairs for testing the specific interactions (such as GFPn-WUS and GFPc-HAM1) were co-transformed together with the P19 silencing suppressor |R27| into Nicotiana benthamiana leaves through Agrobacterium infiltration.,NC
"Localization to the nuclear membrane, and, to a lesser extent, the cortical ER, was also seen in Nicotiana benthamiana leaf epidermis transiently transformed using the p19 enhancer system [ |B86-ijms-16-00001| ] with constructs expressing N -terminally GFP-tagged AtFH5, i.e., a derivative of this formin that should not enter the secretory pathway ([ |B87-ijms-16-00001| ]; Figure 2 ).",NC
The pER-PySNAT-mCherry plasmid was transformed into Agrobacterium tumefaciens strain GV2260 using the freeze–thaw method and transient expression analyses were performed as described by |CIT0066|.,NC
"To prevent gene silencing, Agrobacterium strain carrying the pBIN19 suppressor from tomato bushy stunt virus was included in each of the combinations |R44|.",NC
"The bacterial suspensions were blended with an equal volume of A. tumefaciens cells harbouring protein p19, a gene-silencing suppressor from the tomato bushy stunt virus (Voinnet et al., |b51| ).",NC
"For transfection of tobacco leaves [ |B65-plants-03-00359| ], transformed Agrobacteria were cultivated in 10 mL YEB medium at 28 °C and 180 rpm to OD 600 0.5.",NC
We downloaded the sequence data from the HCV sequence database [ |B33| ] and inferred the corresponding maximum-likelihood genealogy using the TREEFINDER program [ |B34| ].,NC
ML searches were implemented in Treefinder [ |B59| ] using a general time-reversible model of nucleotide substitution for each codon position.,NC
Phylogenetic trees were reconstructed by maximum likelihood using Treefinder [ |B26| ].,NC
"For ML analysis of nucleotides data sets, the program TreeFinder [ |B58| ] was used.",NC
Maximum likelihood searches were conducted in Treefinder [ |B72| ] using an independent model of nucleotide substitution for each codon position (GTR+?).,NC
"Phylogenies were inferred by Maximum Likelihood with TreeFinder [ |B27| ], using the JTT matrix of amino acid substitution [ |B28| ] with a gamma distribution to correct rate across sites variation (JTT+?) model.",NC
Bayesian analysis implemented in MrBayes v3.1.1 and maximum likelihood analysis implemented in TreeFinder [ |B59| ] were performed on the protein sequences.,NC
"Second, we calculated the likelihood for each possible tree using the “resolve multifurcations” function in TREEFINDER |pone.0001054-Jobb1|.",NC
"All data sets were analysed by a Maximum Likelihood (ML) method, implemented in Treefinder [ |B64| ], with a model based on the Whelan and Goldman (WAG) matrix of amino acid replacements assuming a proportion of invariant positions and gamma distributed rates (WAG+F+I+?4).",NC
Maximum likelihood analyses were conducted with TREEFINDER [ |B59| ] and parameters of the HKY85+I+G or HKY85 model were estimated along with the tree topology.,NC
"Under this model, ML heuristic searches were conducted using a hill-climbing algorithm and a genetic algorithm as implemented in the programs TREEFINDER [ |B124| ] and GARLI [ |B125|, |B126| ], respectively.",NC
"Statistical analysis of tree topology was performed using the TreeFinder program [ |B83| ], with the Whelan and Goldman (WAG) evolutionary model [ |B84| ] and gamma-distributed site rates.",NC
"We performed maximum likelihood (ML) analyses of both nucleotide and amino acid alignments using TREEFINDER version of Mar, 2008 [ |B66| ] under the models GTR+G+I and MtArt+G+I, respectively.",NC
"For detailed phylogenetic analysis, ML trees were constructed using the TreeFinder program ( |bib24| ), with the estimated site rates heterogeneity and with the substitution model found best for a given alignment in the first-round analysis.",NC
"Maximum Likelihood trees for the concatenated alignments (positions with >33% of gaps removed) of ribosomal proteins (6137 sites) and RNA polymerase subunits RpoA, RpoB, and RpoC (2625 sites) were constructed using TreeFinder [ |B67| ], with the Whelan and Goldman [ |B68| ] evolutionary model and gamma-distributed site rates.",NC
This model was implemented in a Bayesian framework using the program MRBAYES |pone.0002859-Ronquist1| as well as in ML reconstruction using the TREEFINDER software |pone.0002859-Jobb1|.,NC
"It can directly induce cell death by activating apoptosis or autophagy, yet hypoxic zones in solid tumours also harbour viable cells resistant to treatment, which contributes to poor patient outcome ( |bib13| ).",NC
"The LOX [GenBank: NM_002317 ] gene mediates metastasis of human breast cancer cells in a mouse model [ |B45| ] and regulates in vitro breast cancer cell migration and cell-matrix adhesion through the regulation of Scr kinases and FAK [ |B46| ], making it a candidate for predicting progression of DCIS.",NC
Elevated expression levels of Lox were detected in hypoxic human tumour cells ( |bib12| ) and in invasive/metastatic human breast cancer cell lines ( |bib27| ).,NC
"Its role in tumorigenesis seems dependent on cellular location, cell type, and transformation status ( |bib12| ).",NC
"In a more direct fashion, hypoxia, through HIF is a modulator of lysyl oxidase (LOX) [ |CR9|, |CR72| ], an enzyme that catalyzes collagen and elastin crosslinking [ |CR73| ].",NC
"Furthermore, stimulation of LOX by HIF is an essential intermediary of hypoxia-promoted metastasis [ |CR72|, |CR74| ].",NC
"Both up- and down-regulation of LOX has been observed in different cancer cell lines and primary tumors (reviewed in |pone.0005620-Payne2| ), however, in breast cancer, elevated LOX expression has been positively-correlated with invasiveness, as well as with reduced metastasis-free and overall survival |pone.0005620-Erler1|, |pone.0005620-Kirschmann1|, |pone.0005620-Nagaraja1|, |pone.0005620-Kirschmann2|, |pone.0005620-Peinado1|.",NC
"In an elegant series of experiments, Erler and colleagues identified a role for LOX in breast cancer cells, showing that by reducing the activity of this molecule (by either chemical inhibition or RNAi) lung metastases could be greatly decreased, and liver metastases eliminated in mice bearing orthotopic MDA-MB-231 tumors |pone.0005620-Erler1|.",NC
"LOX up-regulation has been correlated with a worse prognosis breast cancer, thus, in addition to its induction during hypoxia |pone.0005620-Erler1|, it has been proposed that LOX might be required for the growth of already established metastases |pone.0005620-Erler2|.",NC
"This was consistent with the findings of Erler and colleagues who showed that while BAPN was able to significantly reduce the formation of metastases at distant sites, it had no effect on the growth rate of MDA-MB-231 tumors at the orthotopic implantation site |pone.0005620-Erler1|.",NC
"?-Aminopropionitrile, a specific irreversible inhibitor for LOX enzyme activity, reduces breast cancer metastasis significantly in mice, suggesting that LOX enzyme, and not LOX-PP, is responsible for increased metastasis ( |R11| ; |R12| ; |R35| ; |R52| ).",NC
"Hypoxia-inducible factor 1 then induces target genes that include several adaptive, metastatic, and pro-apoptotic proteins, such as glycolytic enzymes, glucose transporter protein type 1 (GLUT1), lysyl oxidase (LOX), and BCL2/adenovirus E1B 19KD protein-interactive protein 3 (BNIP3), respectively ( |bib29| ; |bib33| ; |bib12| ).",NC
"Upon growth to confluency, cells were pipet scratched, cultured in serum-free media and maintained in hypoxia for 24 hours |pone.0009633-Erler1|.",NC
"Furthermore, HIF has been reported to downregulate the intracellular adhesion molecule E-cadherin, thus contributing to loss of cell-cell adhesion in tumors |pone.0010522-Krishnamachary1| – |pone.0010522-Evans1|, and to induce the expression of lysyl oxidase, thereby promoting tumor cell migration and metastasis |pone.0010522-Erler1| ).",NC
"Cancer-relevant genes on 5q include the LOX gene, which has been shown to play an essential role in hypoxia-induced metastasis [ |B24| ], the later is triggered by the disrupted VHL gene in the tumor cells.",NC
"Increased LOX enzyme expression and activity have recently been linked to increased invasiveness of tumor cells, possibly mediated in part by its effects on the structure and physical properties of the ECM ( |B14| |B15| – |B16| ).",NC
"Reduced LOX activity is known to cause lathyrism ( |B24| ), whereas its upregulation in tumor cells is associated with metastasis leading to malignancy and cancer ( |B14|, |B25| ).",NC
"Importantly, LOX expression is regulated by hypoxia-inducible factors (HIFs), a key player in promoting retinal neovascularization in advanced diabetic retinopathy ( |B14| ).",NC
"In keeping with this, inhibition of LOX has been demonstrated to eliminate BC metastases in a mouse model[ |CIT61| |CIT62| ].",NC
Other studies have also found LOX expression to be associated with metastasis and poor survival in BC patients[ |CIT61| |CIT62| |CIT65| ].,NC
Also the expression of LOX which has been shown to play a crucial role in hypoxia-induced metastasis [ |B30| ] was strongly linked to regional hypoxia in FaDu dd (Figure 1 Table 1 ).,NC
LOX (lysyl oxidase) was shown to be associated with hypoxia where it functions in metastasis and predicts poor outcome in breast cancer |pone.0016636-Erler1|.,NC
"Elevated LOX expression is significantly correlated with metastasis and decreased survival in cancer patients and mouse models of cancer ( |b50-0040165| ), and LOX has been validated as a prognostic marker in patients with head and neck cancer ( |b88-0040165| ; |b89-0040165| ).",NC
"The Oncomine also showed co-expression of CHL1 with another known cancer metastasis-associated gene, lysyl oxidase ( LOX ) |pone.0015612-Erler1| in metastatic melanoma.",NC
"Similar results were recently reported for the metastasis-associated gene lysyl oxidase ( LOX ), whose expression was associated both with tumor suppression and tumor progression depending on transformation status |pone.0015612-Erler1|.",NC
"CHL1 therefore could belong to the new rapidly growing category of cancer genes that may function either as TSGs or oncogenes |pone.0015612-Erler1|, |pone.0015612-Pantel1|, |pone.0015612-Silva1|, |pone.0015612-Maddaluno1|, |pone.0015612-Sanada1|, |pone.0015612-Kashuba1|.",NC
"The expression of the LOX gene was found higher in all tumour cell populations relative to adjacent and normal cells ( Figure 5F ) consistent with the fact that higher expression of LOX has been associated to hypoxia-induced metastasis in breast, head, neck cancers |pone.0016492-Erler1|, |pone.0016492-Erler2|.",NC
"However, LOX has also been reported to have an important tumour promoting activity by favouring metastasis in breast, head, and neck cancers |pone.0016492-Erler1| |pone.0016492-Erler2|.",NC
"Genes with key-role in metastatic processes, such as lysyl oxidase (LOX), met proto-oncogene (MET) and c-X-c chemokine receptor 4 (CXCR4) have been identified to be upregulated under hypoxic conditions [ |B3|, |B4| ].",NC
"Lysyl oxidase (Loxl1), a matrix remodeling protein, is known to play a role in breast cancer migration, adhesion, and metastasis |pone.0019721-Erler1|.",NC
"The trial was stopped after a median follow-up of 4.8 years due to the benefit of the Mediterranean diet with respect to major cardiovascular events: myocardial infarction, stroke, or death from cardiovascular causes (analysis performed by the Drug and Safety Monitoring Board of the trial), compared to a control low-fat diet [ |B26| ].",NC
"In a Spanish population at high CV risk, but with no disease present, the Mediterranean Diet reduced the incidence of major CV events by 30% (HR 0.70, 95% CI 0.55 to 0.89) |R27|.",NC
Adherence to a Mediterranean-style diet will be assessed using a 14-item tool used in the PREDIMED study |R27| |R56|.,NC
"Among persons aged 55 to 80 (mean age 67) at increased cardiovascular risk, a Mediterranean diet supplemented with extra-virgin olive oil or mixed nuts reduced the incidence of major cardiovascular events by 30% |ref-55|.",NC
This was a large multicenter study ( |B37| ) in Spain with over 7400 participants enrolled in the study.,NC
The “Prevención con Dieta Mediterránea” (PREDIMED) trial focused on the intake of extra virgin olive oil (50 g/day) and nuts (30 g/day) in the intervention groups [ |CR30| ••].,NC
"Mediterranean diet consisting of nuts, fruits, vegetables, olive oil, fish, legumes, and so forth has been shown to reduce risk of metabolic syndrome, major cardiovascular events, and total mortality [ |B56| – |B58| ].",NC
"One possible mode of action is the beneficial effect of nutrients, such as omega-3 long-chain polyunsaturated fatty acids (n3-LCPUFAs) on the vascular system [ |B4|, |B5| ].",NC
"Several epidemiological studies and controlled trials showed a correlation between B vitamins, n3-LCPUFAs, and MUFA (like oleic acid from olive oil and nuts) and improvements in autonomic function, lowered blood pressure, reduced atherosclerosis, reduced total homocysteine, and enhanced microvascular endothelium-dependent vasodilation processes [ |B4|, |B72|, |B73| ].",NC
"This study uses data from the PREDIMED trial, a RCT of the MedDiet for the primary prevention of cardiovascular disease [ |CR41|, |CR42| ].",NC
"Briefly, the PREDIMED trial was a multicenter, randomized, controlled, single-blinded cardiovascular disease prevention trial conducted in Spain [ |CR41| ].",NC
No harm or unintended effects were reported in any arm [ |CR41| ].,NC
The PREDIMED study (Prevention with a Mediterranean Diet) has shown that participants in the intervention groups (Mediterranean diet) could reduce the incidence of major cardiovascular complications by 30% at 4 years of follow-up |R32|.,NC
"Almost half the study group had diabetes, but no interaction was demonstrated with the presence or absence of this condition in the subgroup analysis |B29|.",NC
"In the PREDIMED randomized trial [ |CR20| ], a Mediterranean dietary pattern supplemented with nuts or olive oil reduced CVD risk by 30 % in the intervention groups.",NC
"As shown in Table 1, 9 of the 13 major recommendations advocated by the PREDIMED intervention diet [ |CR20| ] were almost identical to those in the Med-South Diet.",NC
"Interventions to increase healthier eating behaviors such as reducing saturated fat consumption have led to significant improvements in health outcomes such as reducing coronary heart disease [ |CR6|, |CR7| ].",NC
"For the three arm PREDIMED study[ |pone.0159252.ref014| ], the olive oil supplement arm and the nuts supplement arm were jointly considered as the treatment group whereas in the four arm study by Burr et al[ |pone.0159252.ref018| ] only the “fish and fruit” arm fulfilled the defined criteria for the Mediterranean diet and this was compared to the “sensible eating” arm.",NC
"In our study, sedentariness was associated with most cardiovascular risk factors ( Table 4 ) including anthropometric, laboratory, clinical, and lifestyle factors (i.e. adherence to a cardiovascular-healthy diet) [ |pone.0160959.ref021| ].",NC
"Multiple cohort studies and large randomized trials have suggested that Mediterranean diet, which is low in red meat and high in fruits, vegetables, whole grains, beans, nuts, and seeds improves cardiovascular outcomes, including stroke, and these effects may directly or indirectly promote lower dementia risk [ |CR44|, |CR45| ].",NC
"This observation is analogous to our findings that lactase non-persistence status reduces CVD risk in the context of the Mediterranean diet intervention, a dietary pattern that is characterized by relatively low milk intake |b44|.",NC
"The PREDIMED ( www.predimed.es ) is a multi-center, randomized, controlled clinical trial (controlled-trials.com number, ISRCTN35739639) aimed at assessing the effects of the Mediterranean Diet (MedDiet) on the primary prevention of CVD |b44|.",NC
Eligible participants were community-dwelling persons (55–80 years for men; 60–80 years for women) who fulfilled at least one of two criteria: type-2 diabetes or 3 or more cardiovascular risk factors |b44|.,NC
"In the PREDIMED study, the primary endpoint was the occurrence of the first major CVD event and comprised stroke, myocardial infarction or cardiovascular death |b44|.",NC
"The exposure time was calculated as the time between randomization and the date of a major CVD, the date of the last interview, December 1st 2010, or the date at death, whichever came first as previously reported |b44|.",NC
"For associations with CVD incidence and mortality, previous sample size calculations in the PREDIMED study |b44| established that an n = 7000 with a median follow up period ~4.8 years and the estimated incidence between groups was adequately powered (>80% at alpha = 5%) to detect HR > 1.25 compared with the reference in the recessive model.",NC
"In the PREDIMED (Prevención con Dieta Mediterránea) trial, a Mediterranean diet supplemented with extra-virgin olive oil (50 g/day) reduced the incidence of major cardiovascular events (composite of myocardial infarction, stroke, or death from cardiovascular cause) at 5 years of follow-up [ |CR41| ].",NC
"Significant reductions in CVD mortality reduction were observed in the Da Qing Diabetes Prevention Follow-up Study and reducing in CVD incidence from Mediterranean diet in the PREDIMED Study, although those trials were conducted in largely non-diabetic populations and achieved the effect with modest or no weight loss ( |R22|, |R23| ).",NC
"Recent approaches to managing DKD apply an enhanced intake of whole grain (complex, unrefined) that is especially important for DKD prevention at an early stage |b4-tcrm-12-1721|.",NC
"Benefits of the Mediterranean diet (MedDiet) on health is well established in the literature, and the MedDiet is now recognized as one of the best models of food patterns providing protection against chronic diseases, such as CVD ( |bibr7-2055102915622094| ; |bibr26-2055102915622094| ).",NC
